,brent,er
2005-01-11,40.46,27.9549
2005-01-12,43.12,27.88
2005-01-13,43.68,27.8677
2005-01-14,45.21,27.9469
2005-01-17,45.15,27.9668
2005-01-18,45.03,28.1129
2005-01-19,45.39,28.1573
2005-01-20,44.71,28.1594
2005-01-21,44.32,28.1569
2005-01-24,45.73,28.0157
2005-01-25,46.01,27.9804
2005-01-26,46.96,28.1017
2005-01-27,46.51,28.0025
2005-01-28,46.44,28.0845
2005-01-31,44.95,28.1136
2005-02-01,45.92,27.9656
2005-02-02,44.82,27.9665
2005-02-03,44.01,28.0104
2005-02-04,43.85,27.9833
2005-02-07,43.89,28.1237
2005-02-08,43.04,28.1872
2005-02-09,43.07,28.133
2005-02-10,43.13,28.0853
2005-02-11,44.48,28.0688
2005-02-14,44.8,28.0306
2005-02-15,45.53,28.0207
2005-02-16,45.39,28.0016
2005-02-17,46.15,27.9998
2005-02-18,45.82,27.9359
2005-02-21,46.34,27.9365
2005-02-22,46.73,27.8312
2005-02-24,48.62,27.745
2005-02-25,49.44,27.7738
2005-02-28,49.61,27.7007
2005-03-01,50.06,27.7091
2005-03-02,50.11,27.699
2005-03-03,51.22,27.7245
2005-03-04,51.95,27.7518
2005-03-09,51.8,27.5562
2005-03-10,53.38,27.4637
2005-03-11,52.66,27.4629
2005-03-14,53.1,27.477
2005-03-15,53.66,27.4902
2005-03-16,53.85,27.489
2005-03-17,54.8,27.4611
2005-03-18,55.06,27.4827
2005-03-21,55.59,27.5442
2005-03-22,55.65,27.5764
2005-03-23,54.59,27.6381
2005-03-24,53.04,27.697
2005-03-29,53.93,27.8313
2005-03-30,53.03,27.8256
2005-03-31,52.09,27.8548
2005-04-01,54.29,27.8831
2005-04-04,56.51,27.8926
2005-04-05,56.23,27.9394
2005-04-06,55.44,27.8739
2005-04-07,55.27,27.8085
2005-04-08,54.04,27.8789
2005-04-11,52.89,27.7933
2005-04-12,53.21,27.765
2005-04-13,51.98,27.7907
2005-04-14,50.48,27.8291
2005-04-15,50.91,27.9031
2005-04-18,51.61,27.8222
2005-04-19,50.78,27.7543
2005-04-20,52.94,27.7241
2005-04-21,53.78,27.7074
2005-04-22,54.01,27.7304
2005-04-25,54.97,27.7463
2005-04-26,54.4,27.7586
2005-04-27,54.14,27.8055
2005-04-28,52.29,27.794
2005-04-29,52.48,27.7726
2005-05-03,51.09,27.8364
2005-05-04,50.52,27.7896
2005-05-05,50.97,27.7845
2005-05-06,51.13,27.7852
2005-05-11,50.77,27.816
2005-05-12,50.07,27.8677
2005-05-13,48.34,27.9237
2005-05-16,48.66,28.0223
2005-05-17,48.05,27.9929
2005-05-18,49.34,28.0055
2005-05-19,48.15,27.9608
2005-05-20,47.88,27.9719
2005-05-23,48.03,28.0619
2005-05-24,48.37,28.0327
2005-05-25,48.82,28.0367
2005-05-26,50.07,28.0638
2005-05-27,50.16,28.0813
2005-05-31,50.7,28.1946
2005-06-01,50.73,28.2885
2005-06-02,53.27,28.375
2005-06-03,52.4,28.3761
2005-06-06,54.17,28.429
2005-06-07,53.67,28.4133
2005-06-08,53.13,28.3766
2005-06-09,52.11,28.4457
2005-06-10,53.82,28.4671
2005-06-14,52.67,28.5658
2005-06-15,53.73,28.6237
2005-06-16,54.5,28.6024
2005-06-17,56.22,28.5841
2005-06-20,57.76,28.4765
2005-06-21,58.32,28.5497
2005-06-22,57.5,28.5528
2005-06-23,56.58,28.6193
2005-06-24,57.96,28.6787
2005-06-27,58.36,28.5802
2005-06-28,59.3,28.584
2005-06-29,57.18,28.6721
2005-06-30,56.15,28.6282
2005-07-01,55.58,28.6794
2005-07-04,57.54,28.8005
2005-07-05,57.94,28.8333
2005-07-06,58.29,28.8185
2005-07-07,59.85,28.831
2005-07-08,59.28,28.8374
2005-07-11,58.2,28.7154
2005-07-12,57.44,28.5938
2005-07-13,58.82,28.5678
2005-07-14,58.27,28.6679
2005-07-15,57.31,28.6269
2005-07-18,57.61,28.6726
2005-07-19,56.99,28.7252
2005-07-20,57.36,28.6744
2005-07-21,56.65,28.6012
2005-07-22,55.72,28.5792
2005-07-25,57.58,28.6898
2005-07-26,57.86,28.6888
2005-07-27,58.03,28.7304
2005-07-28,58.01,28.6817
2005-07-29,58.76,28.6341
2005-08-01,59.37,28.595
2005-08-02,60.44,28.5826
2005-08-03,60.62,28.604
2005-08-04,59.65,28.4854
2005-08-05,60.12,28.4171
2005-08-08,61.07,28.4355
2005-08-09,62.7,28.3791
2005-08-10,61.98,28.3931
2005-08-11,63.99,28.3788
2005-08-12,65.38,28.3122
2005-08-15,66.45,28.3815
2005-08-16,65.58,28.4161
2005-08-17,65.41,28.473
2005-08-18,62.56,28.4936
2005-08-19,62.4,28.6003
2005-08-22,64.36,28.5852
2005-08-23,64.5,28.5494
2005-08-24,64.65,28.5844
2005-08-25,66.01,28.4572
2005-08-26,66.27,28.4505
2005-08-30,64.87,28.545
2005-08-31,67.57,28.5566
2005-09-01,67.02,28.4637
2005-09-02,67.72,28.3037
2005-09-05,66.06,28.1977
2005-09-06,64.85,28.2108
2005-09-07,64.67,28.2015
2005-09-08,62.89,28.2562
2005-09-09,63.08,28.2517
2005-09-12,62.84,28.3566
2005-09-13,61.8,28.3856
2005-09-14,61.61,28.316
2005-09-15,63.37,28.3698
2005-09-16,63.16,28.3026
2005-09-19,61.81,28.4582
2005-09-20,65.61,28.4065
2005-09-21,64.2,28.3812
2005-09-22,64.73,28.3603
2005-09-23,64.6,28.432
2005-09-26,62.44,28.5463
2005-09-27,63.93,28.5678
2005-09-28,62.97,28.5366
2005-09-29,63.93,28.4989
2005-09-30,63.84,28.5348
2005-10-03,63.48,28.6132
2005-10-04,62.8,28.643
2005-10-05,61.22,28.6157
2005-10-06,60.12,28.5207
2005-10-07,58.37,28.4577
2005-10-10,59.21,28.4708
2005-10-11,58.78,28.5562
2005-10-12,60.08,28.625
2005-10-13,60.57,28.599
2005-10-14,60.14,28.5861
2005-10-17,59.35,28.5291
2005-10-18,60.57,28.614
2005-10-19,59.28,28.6715
2005-10-20,58.6,28.6219
2005-10-21,57.91,28.5666
2005-10-24,58.48,28.6248
2005-10-25,58.24,28.6087
2005-10-26,60.24,28.4633
2005-10-27,58.87,28.4793
2005-10-28,59.14,28.4244
2005-10-31,59.42,28.503
2005-11-01,58.1,28.581
2005-11-02,58.37,28.5805
2005-11-03,58.38,28.5544
2005-11-07,60.52,28.7593
2005-11-08,58.04,28.8389
2005-11-09,57.81,28.828
2005-11-10,56.88,28.8135
2005-11-11,55.68,28.879
2005-11-14,54.99,28.825
2005-11-15,54.73,28.8503
2005-11-16,54.05,28.838
2005-11-17,56.0,28.876
2005-11-18,54.85,28.8436
2005-11-21,54.88,28.7745
2005-11-22,55.34,28.8108
2005-11-23,56.41,28.7267
2005-11-24,56.21,28.741
2005-11-25,55.3,28.7896
2005-11-28,55.01,28.8698
2005-11-29,54.88,28.7312
2005-11-30,54.32,28.7792
2005-12-01,55.05,28.816
2005-12-02,56.15,28.9646
2005-12-05,57.05,28.9978
2005-12-06,57.73,28.9123
2005-12-07,57.61,28.9261
2005-12-08,56.98,28.9799
2005-12-09,58.67,28.9258
2005-12-12,57.31,28.8571
2005-12-13,59.44,28.7135
2005-12-14,59.52,28.661
2005-12-15,59.6,28.6892
2005-12-16,59.85,28.6523
2005-12-19,57.13,28.64
2005-12-20,56.11,28.6649
2005-12-21,56.17,28.7629
2005-12-22,56.72,28.84
2005-12-23,56.55,28.7799
2005-12-27,56.69,28.8177
2005-12-28,56.29,28.7472
2005-12-29,57.64,28.79
2005-12-30,58.07,28.7825
2006-01-10,58.98,28.4821
2006-01-11,61.92,28.4834
2006-01-12,62.17,28.3966
2006-01-13,62.62,28.474
2006-01-16,62.26,28.3007
2006-01-17,62.93,28.2697
2006-01-18,64.9,28.3023
2006-01-19,64.19,28.2863
2006-01-20,65.23,28.2909
2006-01-23,66.43,28.0512
2006-01-24,66.16,27.9898
2006-01-25,65.34,27.9805
2006-01-26,64.23,27.9698
2006-01-27,64.92,28.024
2006-01-30,66.24,28.1207
2006-01-31,66.59,28.1305
2006-02-01,65.99,28.1042
2006-02-02,65.03,28.1901
2006-02-03,62.88,28.1732
2006-02-06,63.39,28.2349
2006-02-07,63.33,28.2524
2006-02-08,61.56,28.2642
2006-02-09,61.06,28.2496
2006-02-10,60.75,28.2411
2006-02-13,59.64,28.2369
2006-02-14,59.38,28.1844
2006-02-15,59.52,28.1994
2006-02-16,58.15,28.2225
2006-02-17,58.79,28.2182
2006-02-20,59.89,28.1451
2006-02-21,61.54,28.1908
2006-02-22,61.6,28.1827
2006-02-27,60.44,28.1223
2006-02-28,60.99,28.1211
2006-03-01,61.76,28.0245
2006-03-02,62.45,28.0279
2006-03-03,64.07,27.9305
2006-03-06,64.18,27.881
2006-03-07,62.34,27.9945
2006-03-09,61.17,28.0
2006-03-10,61.06,28.0203
2006-03-13,60.83,28.0079
2006-03-14,62.2,27.9929
2006-03-15,63.97,27.8432
2006-03-16,62.94,27.8171
2006-03-17,62.91,27.7028
2006-03-20,63.26,27.6615
2006-03-21,61.34,27.7027
2006-03-22,62.13,27.7383
2006-03-23,61.5,27.768
2006-03-24,63.27,27.847
2006-03-27,63.51,27.773
2006-03-28,63.61,27.8019
2006-03-29,64.97,27.8043
2006-03-30,65.55,27.7626
2006-03-31,66.46,27.6996
2006-04-03,65.91,27.7737
2006-04-04,66.84,27.6921
2006-04-05,66.39,27.5602
2006-04-06,67.1,27.5332
2006-04-07,67.84,27.6077
2006-04-10,67.29,27.7085
2006-04-11,68.75,27.6797
2006-04-12,69.37,27.6625
2006-04-13,69.42,27.6985
2006-04-17,70.14,27.6336
2006-04-18,71.3,27.5675
2006-04-19,71.85,27.465
2006-04-20,72.95,27.4666
2006-04-21,72.87,27.5198
2006-04-24,74.17,27.4331
2006-04-25,73.86,27.4244
2006-04-26,72.46,27.3921
2006-04-27,72.44,27.3621
2006-04-28,71.02,27.2739
2006-05-02,72.5,27.2424
2006-05-03,74.87,27.159
2006-05-04,73.32,27.2085
2006-05-05,70.39,27.1258
2006-05-10,70.88,27.0359
2006-05-11,70.82,27.0755
2006-05-12,72.51,26.9431
2006-05-15,72.18,26.9187
2006-05-16,70.21,27.0209
2006-05-17,70.24,26.9569
2006-05-18,69.04,27.0663
2006-05-19,69.67,26.9987
2006-05-22,68.68,27.0965
2006-05-23,69.35,26.9876
2006-05-24,71.0,27.0168
2006-05-25,69.22,27.0381
2006-05-26,70.71,27.0349
2006-05-30,70.59,26.984
2006-05-31,71.05,26.9355
2006-06-01,70.41,27.0474
2006-06-02,69.39,26.8868
2006-06-05,71.03,26.7089
2006-06-06,71.37,26.7331
2006-06-07,70.81,26.8582
2006-06-08,69.19,26.8801
2006-06-09,69.05,27.0079
2006-06-13,70.48,27.0836
2006-06-14,66.92,27.0895
2006-06-15,66.98,27.0369
2006-06-16,67.43,26.9869
2006-06-19,68.8,27.0379
2006-06-20,68.11,27.045
2006-06-21,68.08,27.0163
2006-06-22,69.17,26.9738
2006-06-23,69.95,27.0491
2006-06-26,69.93,27.1021
2006-06-27,70.73,27.0334
2006-06-28,70.98,27.0611
2006-06-29,71.41,27.0789
2006-06-30,72.88,26.9423
2006-07-03,73.51,26.8735
2006-07-04,73.39,26.8397
2006-07-05,72.51,26.8559
2006-07-06,73.98,26.9111
2006-07-07,74.08,26.8781
2006-07-10,73.51,26.8558
2006-07-11,72.89,26.9125
2006-07-12,73.67,26.867
2006-07-13,74.39,26.9189
2006-07-14,76.69,26.9631
2006-07-17,77.27,26.9277
2006-07-18,75.92,27.0194
2006-07-19,74.36,27.0554
2006-07-20,73.9,26.9674
2006-07-21,73.72,26.9122
2006-07-24,73.75,26.9223
2006-07-25,74.61,26.9073
2006-07-26,73.28,26.9878
2006-07-27,74.0,26.8431
2006-07-28,75.01,26.8718
2006-07-31,73.39,26.8197
2006-08-01,75.15,26.8416
2006-08-02,75.89,26.7605
2006-08-03,76.89,26.804
2006-08-04,76.56,26.771
2006-08-07,76.17,26.6962
2006-08-08,78.3,26.7348
2006-08-09,77.55,26.7391
2006-08-10,77.28,26.6738
2006-08-11,75.28,26.793
2006-08-14,75.63,26.8189
2006-08-15,74.3,26.8337
2006-08-16,73.8,26.7804
2006-08-17,73.08,26.7225
2006-08-18,71.58,26.7364
2006-08-21,72.3,26.705
2006-08-22,73.38,26.6964
2006-08-23,73.24,26.7614
2006-08-24,72.02,26.7863
2006-08-25,72.68,26.7998
2006-08-28,72.7,26.7672
2006-08-29,70.82,26.7446
2006-08-30,69.86,26.7379
2006-08-31,70.18,26.7295
2006-09-01,70.25,26.7542
2006-09-04,69.15,26.7222
2006-09-05,67.71,26.6406
2006-09-06,68.09,26.6714
2006-09-07,66.93,26.6708
2006-09-08,66.53,26.7625
2006-09-11,65.33,26.7965
2006-09-12,64.55,26.7764
2006-09-13,62.99,26.798
2006-09-14,62.99,26.8015
2006-09-18,62.24,26.8048
2006-09-19,64.05,26.7715
2006-09-20,62.17,26.7974
2006-09-21,60.47,26.7674
2006-09-22,61.34,26.6712
2006-09-25,60.41,26.6665
2006-09-26,60.8,26.7263
2006-09-27,60.12,26.7944
2006-09-28,62.21,26.7498
2006-09-29,62.54,26.7799
2006-10-02,62.48,26.7948
2006-10-03,60.45,26.7335
2006-10-04,58.43,26.7671
2006-10-05,59.22,26.7803
2006-10-06,60.0,26.8102
2006-10-09,59.83,26.8919
2006-10-10,60.54,26.889
2006-10-11,59.34,26.9537
2006-10-12,58.65,26.9508
2006-10-13,58.76,26.9314
2006-10-16,59.52,26.969
2006-10-18,59.96,26.9288
2006-10-19,59.58,26.9351
2006-10-20,60.87,26.851
2006-10-23,59.68,26.8804
2006-10-24,59.21,26.9307
2006-10-25,59.86,26.9025
2006-10-26,62.05,26.8305
2006-10-27,60.77,26.7884
2006-10-30,61.08,26.7477
2006-10-31,58.68,26.7811
2006-11-01,59.03,26.7285
2006-11-02,58.98,26.7277
2006-11-03,57.87,26.7007
2006-11-07,59.15,26.7218
2006-11-08,58.48,26.7044
2006-11-09,59.59,26.6982
2006-11-10,61.32,26.6195
2006-11-13,59.71,26.6194
2006-11-14,59.05,26.6509
2006-11-15,58.84,26.6548
2006-11-17,59.46,26.6888
2006-11-20,58.99,26.6402
2006-11-21,58.98,26.6548
2006-11-22,60.39,26.6122
2006-11-23,59.49,26.556
2006-11-24,59.35,26.5199
2006-11-27,60.03,26.3666
2006-11-28,60.44,26.3503
2006-11-29,61.21,26.3147
2006-11-30,63.07,26.3081
2006-12-01,64.26,26.2465
2006-12-04,64.62,26.2056
2006-12-05,63.45,26.184
2006-12-06,63.32,26.1883
2006-12-07,63.07,26.1917
2006-12-08,62.57,26.2356
2006-12-11,62.2,26.2977
2006-12-12,61.84,26.2609
2006-12-13,61.52,26.2332
2006-12-14,61.33,26.2645
2006-12-18,62.12,26.3884
2006-12-19,62.13,26.383
2006-12-20,62.81,26.2759
2006-12-21,63.23,26.2928
2006-12-22,62.46,26.2941
2006-12-26,62.42,26.36
2006-12-27,61.1,26.3365
2006-12-28,60.52,26.3789
2006-12-29,60.67,26.3311
2007-01-09,60.86,26.4465
2007-01-10,55.18,26.4898
2007-01-11,53.69,26.532
2007-01-12,51.7,26.577
2007-01-15,52.95,26.5645
2007-01-16,53.12,26.5481
2007-01-18,52.26,26.5343
2007-01-19,51.75,26.5075
2007-01-22,53.44,26.5214
2007-01-23,52.7,26.524
2007-01-24,55.1,26.4879
2007-01-25,55.43,26.5018
2007-01-26,54.12,26.5575
2007-01-29,55.29,26.5747
2007-01-30,53.68,26.5331
2007-01-31,56.39,26.5484
2007-02-01,57.4,26.4882
2007-02-02,56.72,26.48
2007-02-05,58.41,26.5288
2007-02-06,58.1,26.5543
2007-02-07,58.42,26.504
2007-02-08,57.23,26.3945
2007-02-09,59.03,26.3473
2007-02-12,59.01,26.3414
2007-02-13,56.6,26.3759
2007-02-15,57.03,26.2314
2007-02-16,57.6,26.2358
2007-02-19,58.95,26.2131
2007-02-20,58.14,26.1964
2007-02-21,57.98,26.1967
2007-02-22,59.35,26.2474
2007-02-26,60.62,26.173
2007-02-27,61.33,26.1599
2007-02-28,61.36,26.1481
2007-03-01,61.89,26.1366
2007-03-02,62.11,26.174
2007-03-05,62.08,26.2147
2007-03-06,60.54,26.2432
2007-03-07,61.39,26.2352
2007-03-09,62.5,26.2086
2007-03-12,61.13,26.2278
2007-03-13,60.74,26.1873
2007-03-14,60.9,26.1491
2007-03-15,61.06,26.13
2007-03-19,60.98,26.0419
2007-03-20,60.52,26.0414
2007-03-21,60.2,26.0335
2007-03-22,60.77,25.9709
2007-03-23,62.51,26.0109
2007-03-26,63.18,26.077
2007-03-27,64.41,26.018
2007-03-28,64.6,25.9956
2007-03-29,65.78,26.0204
2007-03-30,67.88,26.0113
2007-04-02,68.1,25.9947
2007-04-03,68.74,25.9839
2007-04-04,67.81,26.0094
2007-04-05,68.4,25.9871
2007-04-09,68.24,25.9846
2007-04-10,66.59,25.921
2007-04-11,67.42,25.9181
2007-04-12,67.84,25.8647
2007-04-13,68.72,25.8286
2007-04-17,68.97,25.7994
2007-04-18,65.93,25.7469
2007-04-19,66.04,25.7657
2007-04-20,65.94,25.724
2007-04-23,66.49,25.7617
2007-04-24,68.15,25.776
2007-04-25,67.16,25.6948
2007-04-26,68.57,25.6934
2007-04-27,67.65,25.7446
2007-05-02,68.41,25.7564
2007-05-03,66.25,25.7288
2007-05-04,66.05,25.7691
2007-05-07,65.31,25.7351
2007-05-08,64.44,25.7334
2007-05-10,65.54,25.7771
2007-05-11,65.79,25.8594
2007-05-14,66.83,25.8067
2007-05-15,66.83,25.7927
2007-05-16,68.11,25.7376
2007-05-18,68.01,25.8492
2007-05-21,69.42,25.8388
2007-05-22,70.49,25.8831
2007-05-23,69.52,25.8964
2007-05-24,70.6,25.9002
2007-05-25,70.72,25.9152
2007-05-28,70.69,25.8884
2007-05-29,69.71,25.9029
2007-05-30,68.13,25.9031
2007-05-31,67.84,25.9043
2007-06-01,68.04,25.8983
2007-06-04,69.07,25.8928
2007-06-05,70.4,25.8493
2007-06-06,70.45,25.818
2007-06-07,71.02,25.8428
2007-06-08,71.22,25.9247
2007-06-13,68.6,26.042
2007-06-14,69.94,26.0465
2007-06-15,70.96,26.0323
2007-06-18,71.47,25.9558
2007-06-19,72.18,25.9268
2007-06-20,71.84,25.9372
2007-06-21,70.42,25.9692
2007-06-22,70.22,25.9356
2007-06-25,71.18,25.901
2007-06-26,71.36,25.7781
2007-06-27,70.17,25.8468
2007-06-28,70.53,25.7965
2007-06-29,70.52,25.8162
2007-07-02,71.41,25.7288
2007-07-03,72.63,25.6574
2007-07-04,72.93,25.6629
2007-07-05,73.05,25.6742
2007-07-06,74.75,25.7305
2007-07-09,75.62,25.7016
2007-07-10,75.78,25.6586
2007-07-11,76.4,25.5363
2007-07-12,75.44,25.5167
2007-07-13,76.4,25.4936
2007-07-16,77.57,25.4728
2007-07-18,77.33,25.4401
2007-07-19,76.76,25.4216
2007-07-20,77.67,25.4144
2007-07-23,77.64,25.3853
2007-07-24,76.86,25.3964
2007-07-25,75.08,25.4132
2007-07-26,76.32,25.4989
2007-07-27,75.18,25.4963
2007-07-30,76.26,25.5999
2007-07-31,75.74,25.5448
2007-08-01,77.05,25.6008
2007-08-02,75.35,25.5945
2007-08-03,75.76,25.5554
2007-08-06,74.75,25.452
2007-08-07,71.17,25.4702
2007-08-08,71.8,25.4837
2007-08-09,70.99,25.3444
2007-08-10,70.21,25.507
2007-08-13,70.39,25.4661
2007-08-14,70.23,25.5319
2007-08-15,70.51,25.6367
2007-08-16,71.64,25.7379
2007-08-20,69.42,25.7408
2007-08-21,69.85,25.8429
2007-08-22,68.69,25.8405
2007-08-23,68.7,25.7105
2007-08-24,69.86,25.7609
2007-08-27,70.62,25.6544
2007-08-28,70.95,25.6753
2007-08-29,70.55,25.763
2007-08-30,72.13,25.6494
2007-08-31,71.9,25.6262
2007-09-03,72.69,25.5896
2007-09-04,73.41,25.5982
2007-09-05,73.92,25.6997
2007-09-06,74.34,25.6639
2007-09-07,74.77,25.6618
2007-09-10,75.07,25.5708
2007-09-11,75.48,25.5154
2007-09-12,76.38,25.4056
2007-09-13,77.68,25.3679
2007-09-14,77.4,25.3422
2007-09-17,76.22,25.3286
2007-09-18,76.98,25.3547
2007-09-19,77.59,25.1867
2007-09-20,78.47,25.1258
2007-09-21,79.09,25.054
2007-09-24,79.3,25.0062
2007-09-25,78.91,25.0315
2007-09-26,77.62,24.9755
2007-09-27,77.43,24.9619
2007-09-28,80.03,24.9493
2007-10-01,79.17,24.8784
2007-10-02,77.64,24.9093
2007-10-03,77.38,24.9297
2007-10-04,77.19,25.0111
2007-10-05,78.97,24.9814
2007-10-08,78.9,24.98
2007-10-09,76.58,25.0597
2007-10-10,77.49,24.9842
2007-10-11,78.6,24.9199
2007-10-12,80.15,24.9216
2007-10-15,80.55,24.923
2007-10-16,82.75,24.9012
2007-10-17,84.16,24.9275
2007-10-18,84.16,24.8749
2007-10-19,84.6,24.8494
2007-10-22,83.79,24.8066
2007-10-23,83.27,24.9225
2007-10-24,82.85,24.8912
2007-10-25,84.37,24.8508
2007-10-26,87.48,24.7722
2007-10-29,88.69,24.6983
2007-10-30,90.32,24.7238
2007-10-31,87.44,24.6724
2007-11-01,90.63,24.6847
2007-11-02,89.72,24.6674
2007-11-06,92.08,24.6232
2007-11-07,93.26,24.5123
2007-11-08,93.24,24.483
2007-11-09,92.79,24.4458
2007-11-12,93.18,24.4946
2007-11-13,91.98,24.5286
2007-11-14,88.83,24.4917
2007-11-15,91.36,24.462
2007-11-19,90.94,24.4975
2007-11-20,92.28,24.4328
2007-11-21,95.49,24.3391
2007-11-22,94.84,24.3174
2007-11-23,94.5,24.2649
2007-11-26,95.76,24.3104
2007-11-27,95.32,24.3111
2007-11-28,92.52,24.3622
2007-11-29,89.81,24.3506
2007-11-30,90.22,24.4171
2007-12-03,88.26,24.456
2007-12-04,89.8,24.4733
2007-12-05,89.53,24.4236
2007-12-06,88.49,24.5506
2007-12-07,90.18,24.5295
2007-12-10,88.64,24.488
2007-12-11,88.04,24.4174
2007-12-12,89.99,24.4432
2007-12-13,94.02,24.4286
2007-12-14,92.12,24.5092
2007-12-18,92.67,24.7236
2007-12-19,90.12,24.7281
2007-12-20,91.48,24.7529
2007-12-21,90.88,24.7235
2007-12-24,92.46,24.7307
2007-12-26,92.7,24.7019
2007-12-27,93.94,24.6387
2007-12-28,94.78,24.5398
2008-01-09,93.88,24.4387
2008-01-10,94.37,24.4796
2008-01-11,92.22,24.3671
2008-01-14,91.07,24.2913
2008-01-15,92.92,24.2858
2008-01-16,90.98,24.3367
2008-01-18,89.75,24.5076
2008-01-21,89.23,24.6456
2008-01-22,87.51,24.8917
2008-01-23,88.45,24.6325
2008-01-24,86.62,24.6349
2008-01-25,89.07,24.4386
2008-01-28,90.9,24.5952
2008-01-29,91.38,24.475
2008-01-30,92.0,24.4764
2008-01-31,92.53,24.4262
2008-02-01,92.21,24.4201
2008-02-04,89.44,24.4543
2008-02-05,90.47,24.5211
2008-02-06,88.82,24.6706
2008-02-07,87.78,24.6466
2008-02-08,88.51,24.7813
2008-02-11,91.94,24.6715
2008-02-12,93.53,24.6537
2008-02-13,92.86,24.6655
2008-02-14,93.32,24.6392
2008-02-18,95.09,24.5767
2008-02-19,94.91,24.5206
2008-02-20,98.56,24.5486
2008-02-21,98.42,24.5299
2008-02-22,96.24,24.4663
2008-02-26,97.01,24.4558
2008-02-27,99.47,24.1966
2008-02-28,98.27,24.1159
2008-02-29,100.9,24.0023
2008-03-03,100.1,24.0103
2008-03-04,100.48,24.048
2008-03-05,97.52,24.0473
2008-03-06,101.64,23.9349
2008-03-07,102.61,23.8353
2008-03-11,102.38,23.8587
2008-03-12,105.25,23.8461
2008-03-13,106.27,23.6924
2008-03-14,107.54,23.649
2008-03-18,107.55,23.5325
2008-03-19,105.56,23.5581
2008-03-20,100.72,23.6781
2008-03-24,100.38,23.8351
2008-03-25,99.86,23.701
2008-03-26,100.6,23.6559
2008-03-27,103.99,23.5171
2008-03-28,105.0,23.5156
2008-03-31,103.77,23.5027
2008-04-01,100.3,23.5799
2008-04-02,100.17,23.6706
2008-04-03,103.75,23.6153
2008-04-04,102.52,23.5982
2008-04-07,104.9,23.6028
2008-04-08,107.14,23.533
2008-04-09,106.34,23.5437
2008-04-10,108.47,23.4628
2008-04-11,108.2,23.4825
2008-04-14,108.75,23.5139
2008-04-15,109.84,23.4549
2008-04-17,111.31,23.3703
2008-04-18,112.43,23.3696
2008-04-21,113.92,23.4704
2008-04-22,114.43,23.4299
2008-04-23,115.95,23.3448
2008-04-24,116.46,23.4391
2008-04-25,114.34,23.6007
2008-04-28,116.34,23.6037
2008-04-29,116.74,23.6471
2008-04-30,113.43,23.6588
2008-05-05,111.36,23.7633
2008-05-06,117.99,23.7456
2008-05-07,120.31,23.7523
2008-05-08,122.32,23.8833
2008-05-12,122.84,23.8328
2008-05-13,122.91,23.7199
2008-05-14,124.1,23.8521
2008-05-15,121.86,23.8482
2008-05-19,121.25,23.7238
2008-05-20,125.06,23.7462
2008-05-21,127.84,23.6874
2008-05-22,132.7,23.5758
2008-05-23,130.51,23.6007
2008-05-26,131.57,23.5483
2008-05-27,132.37,23.5513
2008-05-28,128.31,23.5847
2008-05-29,130.93,23.6659
2008-05-30,126.89,23.7384
2008-06-02,127.78,23.7473
2008-06-03,128.02,23.6968
2008-06-04,124.58,23.8019
2008-06-05,122.1,23.8116
2008-06-06,127.54,23.6809
2008-06-09,137.69,23.521
2008-06-10,133.91,23.6109
2008-06-11,131.02,23.6748
2008-06-17,135.02,23.6402
2008-06-18,133.72,23.6586
2008-06-19,136.44,23.5979
2008-06-20,132.0,23.6288
2008-06-23,134.86,23.5908
2008-06-24,135.91,23.6223
2008-06-25,136.46,23.6113
2008-06-26,134.33,23.5245
2008-06-27,139.83,23.4573
2008-06-30,140.31,23.4068
2008-07-01,139.83,23.4689
2008-07-02,140.67,23.4147
2008-07-03,144.26,23.3759
2008-07-04,146.08,23.5125
2008-07-07,144.42,23.5589
2008-07-08,141.87,23.5024
2008-07-09,136.43,23.4147
2008-07-10,136.58,23.4363
2008-07-11,142.03,23.3727
2008-07-14,144.49,23.23
2008-07-15,143.92,23.1255
2008-07-16,138.75,23.1638
2008-07-18,136.19,23.1937
2008-07-21,130.19,23.212
2008-07-22,132.61,23.196
2008-07-23,129.55,23.322
2008-07-24,125.29,23.3782
2008-07-25,126.44,23.3572
2008-07-28,124.52,23.361
2008-07-29,125.84,23.3278
2008-07-30,122.71,23.4456
2008-07-31,127.1,23.4186
2008-08-01,123.98,23.4697
2008-08-04,124.18,23.4039
2008-08-05,120.68,23.4354
2008-08-06,117.7,23.5142
2008-08-07,117.0,23.5816
2008-08-08,117.86,23.8782
2008-08-11,113.33,24.5697
2008-08-12,112.67,24.3424
2008-08-13,111.15,24.1559
2008-08-14,113.47,24.2901
2008-08-18,112.64,24.4898
2008-08-19,111.94,24.5703
2008-08-20,113.25,24.4316
2008-08-21,114.36,24.3013
2008-08-22,120.16,24.2699
2008-08-25,113.92,24.4389
2008-08-26,114.03,24.5803
2008-08-27,114.63,24.6019
2008-08-28,116.22,24.5474
2008-08-29,114.17,24.5769
2008-09-01,114.05,24.667
2008-09-02,109.41,24.7184
2008-09-03,108.34,24.8739
2008-09-04,108.06,25.2144
2008-09-05,106.3,25.4552
2008-09-08,104.09,25.2626
2008-09-09,103.44,25.5814
2008-09-10,100.34,25.5761
2008-09-11,98.97,25.7842
2008-09-12,97.64,25.7013
2008-09-15,97.58,25.3938
2008-09-17,92.38,25.5245
2008-09-18,94.84,25.4307
